OTU_ID,OB05_CA122A2,OB08_CA10,OB11_CA58A1,OB13_CA50B,OB18_CA51A3A,OB21_CA51A3,OB23_T046B4,OB25_T037A2,OB26_T037,OB29_T068C1,OB31_T023D3,OB32_T073A2,OB33_T073A1,OB35_T101B,OB37_T100F,FP_T101A_M_BC_OA,OB40_T060D,OB41_T060E
Zotu1669,0,0,0,0,0,0,0,0,0,13,0,4,0,7,4,4,5,4
Zotu1670,0,0,0,0,0,0,4,17,0,0,0,0,0,6,0,8,0,0
Zotu1672,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1673,0,0,8,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0
Zotu168,0,0,0,0,0,0,20,0,0,43,307,367,249,308,229,117,253,336
Zotu1681,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,4,0
Zotu1682,0,0,3,0,0,0,0,0,0,0,9,0,6,0,11,11,0,4
Zotu1683,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,5,6,11
Zotu1684,0,0,0,0,0,0,0,4,0,0,9,5,0,0,0,0,0,0
Zotu169,14,0,9,0,0,4,197,174,52,241,129,120,85,132,155,111,213,218
Zotu1690,0,0,0,0,0,0,3,0,5,14,0,0,0,5,0,5,0,4
Zotu1696,0,0,0,0,0,0,0,0,0,0,3,11,4,0,33,0,0,3
Zotu1697,0,0,0,0,0,0,6,0,3,6,13,17,0,8,0,0,0,4
Zotu1700,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,29,0,0
Zotu1701,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1704,0,0,0,0,0,0,3,0,4,3,0,0,0,0,5,6,3,5
Zotu1705,0,0,0,0,0,0,7,0,19,0,0,0,0,0,3,5,0,7
Zotu1706,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,9,8
Zotu1711,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,9,0
Zotu1712,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,8,5
Zotu1715,0,0,0,0,0,0,0,0,0,0,30,0,0,3,3,3,5,6
Zotu1719,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,9,12
Zotu1723,47,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1725,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3
Zotu1728,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0
Zotu1731,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,6
Zotu1732,0,0,0,0,0,0,0,9,0,15,0,0,0,3,0,0,7,19
Zotu1743,0,0,0,0,0,0,0,0,0,8,0,5,0,0,21,0,4,8
Zotu1745,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0
Zotu1746,0,0,0,0,0,0,5,9,0,4,11,6,4,0,3,7,0,0
Zotu175,0,0,0,0,0,0,128,139,301,50,14,0,5,112,71,252,66,73
Zotu1750,0,0,0,0,0,0,8,4,0,29,0,0,0,6,0,0,0,0
Zotu1751,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,6,24
Zotu1752,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1762,0,0,0,0,0,0,0,7,0,10,3,0,10,0,7,6,0,5
Zotu1764,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,15,6
Zotu1766,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Zotu1769,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1778,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3
Zotu1780,0,0,0,0,0,0,15,15,0,4,0,0,0,0,0,0,6,0
Zotu1787,0,0,0,0,0,0,7,0,8,5,0,0,0,0,0,5,0,7
Zotu1788,0,0,0,0,0,0,3,4,5,0,0,0,0,0,3,4,0,0
Zotu1789,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,3,0,16
Zotu1797,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,8,9,3
Zotu1798,0,0,0,0,0,0,0,7,0,0,10,3,0,0,7,0,8,0
Zotu1799,0,0,0,0,0,0,18,4,3,11,4,0,8,0,0,0,0,0
Zotu1805,0,0,0,0,0,0,9,0,0,3,0,0,0,0,8,6,0,6
Zotu1806,0,0,0,0,0,0,14,4,0,0,0,0,0,3,0,8,0,3
Zotu1811,0,0,0,0,0,0,4,6,0,9,0,3,0,3,0,0,0,6
Zotu1812,0,0,0,0,0,0,10,15,9,0,0,0,0,3,0,0,0,4
Zotu1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,9
Zotu1814,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,4,10
Zotu1816,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,4,11,15
Zotu1818,0,0,0,0,0,0,6,0,0,3,5,9,5,0,0,4,0,5
Zotu1822,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1823,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1825,0,0,0,0,3,0,0,0,5,3,0,5,0,6,5,8,0,3
Zotu183,0,0,0,0,0,13,132,134,32,250,148,109,104,150,119,89,178,231
Zotu1832,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,8,9
Zotu1839,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,6,0,0
Zotu1846,0,0,0,0,0,0,47,0,0,11,0,0,0,0,0,0,0,0
Zotu1849,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1850,0,0,0,0,0,0,4,7,0,0,0,0,0,5,0,11,0,5
Zotu1859,0,0,0,0,0,0,0,0,0,26,0,0,0,0,9,4,0,13
Zotu1860,0,0,0,0,0,0,10,0,0,6,8,0,0,0,6,7,0,0
Zotu1866,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1867,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0
Zotu1869,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,8,3,0
Zotu187,65,22,88,43,157,260,16,7,0,8,0,0,0,0,0,0,0,0
Zotu1871,0,24,0,3,0,9,0,0,0,0,0,0,5,0,0,0,0,0
Zotu1874,0,0,0,0,0,0,0,21,0,0,0,0,0,0,6,4,0,0
Zotu1875,0,0,0,0,0,0,11,0,0,0,0,0,10,8,12,4,0,4
Zotu1877,0,0,0,0,0,18,0,0,0,3,0,0,0,0,7,0,0,0
Zotu1879,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,6
Zotu1884,0,0,0,0,0,20,0,0,0,8,0,0,0,3,6,0,0,5
Zotu1885,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,16
Zotu1886,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,17,0,3
Zotu1887,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,0,5
Zotu1889,0,0,0,0,0,0,3,6,0,9,0,0,0,0,7,0,0,0
Zotu1890,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,13,0
Zotu1896,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,4,20
Zotu1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu19,769,81,36,54,77,413,979,1054,232,1783,1064,1029,763,683,1435,686,944,988
Zotu1903,0,0,0,0,0,7,0,0,0,6,0,0,0,0,13,3,12,3
Zotu1906,0,0,0,0,0,0,0,4,0,0,0,6,6,0,3,0,9,0
Zotu1907,0,0,0,5,0,0,4,0,0,0,15,0,4,0,3,0,0,0
Zotu1909,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,13,0,5
Zotu191,0,0,0,0,0,0,163,73,18,221,125,171,98,170,139,142,127,231
Zotu1911,0,0,0,0,0,0,5,0,0,0,6,3,7,0,0,0,0,0
Zotu1913,0,0,0,0,0,0,0,3,0,4,5,6,9,4,5,4,0,3
Zotu1914,0,0,0,0,0,0,5,8,0,3,4,0,14,0,0,4,0,7
Zotu1925,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,10,11,3
Zotu1929,18,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,5
Zotu193,74,54,77,5,19,343,27,8,0,13,15,14,17,3,28,12,16,20
Zotu1930,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,16
Zotu1937,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1939,0,0,0,14,6,17,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1943,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0
Zotu1944,0,0,0,0,0,0,3,6,6,0,0,0,0,0,3,0,0,0
Zotu1945,0,0,0,0,0,0,5,0,0,22,0,0,0,6,0,0,3,11
Zotu1946,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu1949,0,0,0,0,0,0,11,0,0,0,15,0,3,0,0,0,10,6
Zotu1951,0,0,0,0,0,0,4,0,0,5,4,6,9,0,0,0,10,6
Zotu1956,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1975,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,0,9
Zotu1977,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1978,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu198,0,0,0,5,95,463,145,119,38,133,0,0,0,0,0,0,0,0
Zotu1980,0,0,28,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu1983,0,0,0,0,0,0,3,0,10,0,0,0,0,0,10,0,4,4
Zotu1990,0,0,0,0,0,0,0,4,0,0,3,7,6,0,8,9,0,4
Zotu1991,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,14
Zotu1994,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0
Zotu1995,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,11,0
Zotu1996,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3
Zotu200,191,10,0,14,40,113,0,0,0,0,0,0,0,0,0,0,4,3
Zotu2003,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2005,0,0,0,0,0,0,0,7,0,0,0,0,11,0,3,0,4,0
Zotu2012,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,7
Zotu2014,0,0,0,0,0,0,0,0,3,10,0,0,0,5,0,0,9,8
Zotu2016,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0
Zotu2018,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu2020,0,0,0,0,0,0,0,0,0,0,7,10,6,0,5,5,0,9
Zotu2022,0,0,0,0,0,0,0,0,0,3,0,0,0,12,5,6,0,17
Zotu2023,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,13
Zotu2024,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,6
Zotu2025,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,6,14
Zotu2026,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0
Zotu2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6
Zotu2029,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2030,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2033,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,9
Zotu2037,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,5,0
Zotu2038,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,4,18
Zotu204,100,0,17,5,0,0,153,146,13,96,206,293,189,209,111,46,103,183
Zotu2040,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0
Zotu2046,0,0,0,0,0,0,0,3,0,0,7,0,0,0,10,0,0,6
Zotu2047,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,3,8
Zotu205,104,28,77,94,35,440,0,0,0,0,0,0,0,0,10,0,0,3
Zotu2050,0,0,0,0,0,0,8,0,0,7,0,6,12,0,0,0,0,5
Zotu2051,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3
Zotu2056,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
Zotu206,0,201,0,48,0,46,3,0,0,0,0,0,0,0,0,0,0,0
Zotu2066,0,0,0,0,0,0,3,4,7,0,0,0,0,0,5,0,0,3
Zotu2069,0,0,0,0,0,0,4,0,3,7,0,0,0,0,6,5,0,3
Zotu2070,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Zotu2071,0,0,0,0,0,0,0,0,7,0,0,0,0,8,12,10,0,0
Zotu2073,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0
Zotu208,0,0,0,0,0,0,38,40,8,98,85,124,94,211,289,217,249,302
Zotu2080,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,13,0,5
Zotu2087,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,4,0,4
Zotu2088,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,17
Zotu209,0,11,0,8,8,17,22,29,9,60,182,112,79,134,310,145,155,360
Zotu2091,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Zotu2092,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,10
Zotu2095,0,0,0,0,0,0,15,4,0,0,12,0,0,0,0,0,3,8
Zotu2096,0,0,3,0,0,0,0,0,0,0,5,3,10,4,0,0,0,4
Zotu210,4,0,31,0,0,0,97,63,8,245,209,137,117,166,163,97,131,233
Zotu2100,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,15,6,0
Zotu2101,0,0,0,0,0,0,5,3,0,0,3,0,0,12,5,7,0,0
Zotu2105,0,0,0,0,0,0,3,4,0,0,0,0,0,15,0,6,0,5
Zotu211,35,0,3,0,0,4,140,120,25,116,190,121,111,77,242,99,110,111
Zotu2112,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,7,9
Zotu2115,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0
Zotu2116,0,0,0,0,0,0,0,7,3,0,0,5,0,0,0,0,0,3
Zotu2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,4
Zotu2119,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Zotu2120,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,6,5,0
Zotu2121,0,0,0,0,0,0,0,12,4,0,0,6,0,0,0,0,0,0
Zotu2123,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu2124,0,0,0,0,0,15,0,0,0,4,4,0,0,0,0,0,0,0
Zotu2126,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,13,0,4
Zotu2129,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,0,0,0
Zotu213,17,74,0,97,0,104,4,0,0,0,3,0,0,3,4,0,9,19
Zotu2130,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,11,0,0
Zotu2133,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,3,0,8
Zotu2137,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,0
Zotu2138,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0
Zotu2139,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3
Zotu214,0,5,3,7,7,89,36,58,16,74,234,145,32,115,117,53,95,90
Zotu2141,0,0,0,0,0,0,0,7,0,10,0,5,0,0,5,3,0,0
Zotu2144,0,0,0,0,0,0,6,0,0,7,0,0,3,0,0,0,0,0
Zotu2145,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,6,0
Zotu2146,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,4,8
Zotu2148,0,0,0,0,0,0,0,0,0,6,0,9,6,0,9,0,0,0
Zotu215,75,18,48,0,28,143,42,64,10,42,18,33,33,13,23,25,16,31
Zotu2152,0,0,4,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0
Zotu2153,0,0,0,0,0,0,0,12,0,3,0,0,0,4,0,5,4,3
Zotu2158,0,0,0,0,0,0,8,14,0,0,0,0,0,3,6,0,0,0
Zotu216,0,0,0,0,0,0,109,155,21,287,43,35,14,121,149,51,151,227
Zotu2160,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,3
Zotu2162,0,0,0,0,0,0,0,3,0,0,0,0,3,11,10,0,0,4
Zotu2163,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,10
Zotu2168,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
Zotu2170,0,0,0,0,0,0,0,0,0,6,0,0,0,7,11,0,0,3
Zotu2171,0,0,0,0,0,0,0,4,0,0,3,5,0,0,3,0,12,3
Zotu2172,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,3,14
Zotu2173,0,0,0,0,0,0,9,9,0,3,5,6,0,0,0,0,4,0
Zotu2179,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,3
Zotu2180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,6,0
Zotu2181,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3
Zotu2186,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2187,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0
Zotu2189,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
Zotu2192,0,0,0,0,0,0,0,3,0,12,0,0,0,6,0,0,3,0
Zotu2194,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,4
Zotu2195,0,0,0,0,0,0,0,6,3,0,0,0,0,0,5,8,0,7
Zotu2196,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu2197,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,6
Zotu220,10,0,5,0,0,8,160,167,46,222,93,91,58,89,122,70,117,144
Zotu2200,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,9,0
Zotu2201,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
Zotu2211,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,5,0,3
Zotu2216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,8
Zotu2217,0,0,0,0,0,0,0,3,0,0,0,0,0,11,7,0,0,4
Zotu2218,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,5,0,3
Zotu2221,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4
Zotu2222,0,0,0,0,0,0,0,0,0,21,0,0,0,12,0,0,0,0
Zotu2227,0,0,0,0,0,0,16,0,0,0,7,3,8,3,0,0,0,4
Zotu2229,0,0,0,0,0,0,0,5,0,0,3,0,0,0,11,0,8,0
Zotu223,27,0,0,0,0,12,73,91,16,118,67,43,46,71,103,55,172,150
Zotu2230,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Zotu2237,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,7
Zotu2238,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,8,3
Zotu2241,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,3,0
Zotu2242,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2245,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,4
Zotu2248,0,0,0,0,0,0,12,10,4,0,0,0,0,0,0,0,0,0
Zotu2250,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,7,0,0
Zotu2251,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,3,0,0
Zotu2252,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,7
Zotu2258,0,0,0,0,0,0,5,4,0,0,3,0,0,5,5,0,3,7
Zotu2260,0,0,0,0,0,0,5,7,0,3,3,9,0,0,0,0,4,0
Zotu2264,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu2266,0,0,0,0,0,0,3,0,0,8,0,0,0,0,11,5,0,0
Zotu227,0,173,0,238,69,8,3,0,0,0,0,0,0,0,0,0,0,0
Zotu2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
Zotu2279,0,0,4,0,0,0,11,4,3,0,0,0,0,0,0,0,0,0
Zotu2281,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,0
Zotu2285,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,5,9
Zotu2287,0,0,0,0,0,0,0,10,0,3,10,0,8,0,0,0,0,7
Zotu2290,0,0,0,0,0,0,0,4,0,0,5,8,0,5,0,6,5,0
Zotu2291,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,10
Zotu2293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,8
Zotu2296,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0
Zotu2298,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0
Zotu2299,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Zotu230,51,3,552,62,0,0,14,21,0,301,9,35,15,43,70,26,63,60
Zotu2301,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,5
Zotu2304,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2305,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2308,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zotu2314,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,4,9
Zotu2316,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Zotu232,163,0,413,10,0,0,9,16,0,12,3,0,4,11,0,8,7,16
Zotu2321,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2333,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu2334,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0
Zotu2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,6
Zotu2342,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2348,0,0,0,0,0,0,0,15,0,4,0,7,0,0,4,0,0,3
Zotu2351,0,0,0,0,0,0,3,7,0,6,0,0,0,0,0,0,9,4
Zotu2352,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
Zotu2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu2359,0,0,0,0,0,0,0,0,0,0,7,0,0,4,9,0,0,0
Zotu2361,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,5,4,8
Zotu2364,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3
Zotu2366,0,0,0,0,0,0,3,0,0,0,0,8,0,5,0,3,5,0
